order,family,species,asymmetry,ellipticity,egg_length_cm,Species1,Family1,Order1,Mass,Hand.Wing.Index,Wing.Length,Kipps.Distance,Tail.Length,Tarsus.Length,Beak.Length_Culmen,Migration,Primary.Lifestyle,_merge
GAVIIFORMES,Gaviidae,Gavia immer,0.166,0.6084,8.5517,Gavia immer,Gaviidae,Gaviiformes,4956.8,49.3,365.2,178.0,59.0,86.1,97.0,3,Aquatic,both
GAVIIFORMES,Gaviidae,Gavia pacifica,0.1957,0.6355,7.3617,Gavia pacifica,Gaviidae,Gaviiformes,2251.1,47.9,291.2,139.0,48.4,72.8,71.9,3,Aquatic,both
GAVIIFORMES,Gaviidae,Gavia stellata,0.2051,0.6573,7.2179,Gavia stellata,Gaviidae,Gaviiformes,1486.0,47.6,275.4,130.7,45.6,66.1,63.1,3,Aquatic,both
GRUIFORMES,Aramidae,Aramus guarauna,0.1061,0.3745,6.0837,Aramus guarauna,Aramidae,Gruiformes,1080.0,11.1,241.2,24.4,225.8,84.6,130.4,1,Terrestrial,both
GRUIFORMES,Gruidae,Balearica pavonina,0.117,0.5158,8.6346,Balearica pavonina,Gruidae,Gruiformes,3590.0,35.6,543.4,195.5,258.2,201.0,65.4,1,Terrestrial,both
GRUIFORMES,Gruidae,Grus americana,0.2436,0.5956,10.2633,Grus americana,Gruidae,Gruiformes,5826.0,42.7,605.8,258.8,208.8,288.8,148.8,3,Terrestrial,both
GRUIFORMES,Gruidae,Grus canadensis,0.2337,0.6112,7.8053,,,,,,,,,,,,,left_only
GRUIFORMES,Gruidae,Grus grus,0.2473,0.5875,10.1558,Grus grus,Gruidae,Gruiformes,5500.0,43.0,540.6,225.5,193.4,234.4,108.1,3,Terrestrial,both
GRUIFORMES,Gruidae,Grus virgo,0.258,0.5339,8.0219,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Amaurornis bicolor,0.1065,0.3781,3.3563,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Amaurornis flavirostra,0.1262,0.3695,3.1835,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Amaurornis olivaceus,0.0625,0.3435,4.0018,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Amaurornis phoenicurus,0.1139,0.3505,4.0812,Amaurornis phoenicurus,Rallidae,Gruiformes,180.0,23.2,147.0,33.7,57.6,50.8,37.1,1,Terrestrial,both
GRUIFORMES,Rallidae,Aramides cajanea,0.204,0.482,4.8783,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Crex crex,0.2019,0.4985,3.893,Crex crex,Rallidae,Gruiformes,154.9,34.1,137.0,46.4,51.2,40.5,24.2,3,Terrestrial,both
GRUIFORMES,Rallidae,Fulica americana,0.2182,0.4966,4.8785,Fulica americana,Rallidae,Gruiformes,636.7,36.3,183.1,65.8,50.6,54.8,37.3,2,Aquatic,both
GRUIFORMES,Rallidae,Fulica armillata,0.2406,0.5558,6.2788,Fulica armillata,Rallidae,Gruiformes,1040.0,36.1,202.4,72.4,51.6,65.5,38.1,1,Aquatic,both
GRUIFORMES,Rallidae,Fulica atra,0.2244,0.4991,5.5796,Fulica atra,Rallidae,Gruiformes,717.1,39.6,198.2,78.6,53.9,57.0,37.7,1,Generalist,both
GRUIFORMES,Rallidae,Fulica cristata,0.2113,0.4077,5.4057,Fulica cristata,Rallidae,Gruiformes,826.0,36.1,212.0,74.6,60.0,66.4,42.6,1,Aquatic,both
GRUIFORMES,Rallidae,Gallicrex cinerea,0.1658,0.4127,4.5638,Gallicrex cinerea,Rallidae,Gruiformes,390.4,31.6,185.9,58.1,73.2,64.4,42.8,2,Terrestrial,both
GRUIFORMES,Rallidae,Gallinula chloropus,0.1548,0.4251,4.402,Gallinula chloropus,Rallidae,Gruiformes,339.6,32.2,165.5,53.0,69.0,45.9,33.9,1,Terrestrial,both
GRUIFORMES,Rallidae,Gallirallus philippensis,0.094,0.3052,3.5203,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Gallirallus striatus,0.0952,0.3332,3.4524,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Gallirallus torquatus,0.1216,0.2877,3.7693,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Laterallus jamaicensis,0.0829,0.337,2.5669,Laterallus jamaicensis,Rallidae,Gruiformes,32.6,21.5,65.3,14.1,28.8,20.9,15.0,1,Terrestrial,both
GRUIFORMES,Rallidae,Lewinia pectoralis,0.1099,0.4353,4.0404,Lewinia pectoralis,Rallidae,Gruiformes,78.1,19.7,93.8,18.5,41.0,29.2,30.1,1,Terrestrial,both
GRUIFORMES,Rallidae,Neocrex erythrops,0.0784,0.305,3.2485,Neocrex erythrops,Rallidae,Gruiformes,58.3,23.4,96.7,23.8,42.6,26.0,21.0,2,Terrestrial,both
GRUIFORMES,Rallidae,Porphyrio martinica,0.1281,0.432,4.0905,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Porphyrio porphyrio,0.1149,0.3732,5.2614,Porphyrio porphyrio,Rallidae,Gruiformes,773.9,30.5,234.9,69.3,85.5,79.9,56.2,1,Terrestrial,both
GRUIFORMES,Rallidae,Porphyrio porphyrio1,0.1612,0.4521,4.9788,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Porzana carolina,0.1522,0.4208,3.1632,Porzana carolina,Rallidae,Gruiformes,74.8,33.4,102.5,34.8,50.8,30.1,20.4,3,Terrestrial,both
GRUIFORMES,Rallidae,Porzana cinerea,0.114,0.3991,3.0439,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Porzana fusca,0.0198,0.3602,2.9551,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Porzana porzana,0.1776,0.4319,3.3752,Porzana porzana,Rallidae,Gruiformes,87.1,34.5,112.9,39.0,45.0,28.7,19.8,3,Terrestrial,both
GRUIFORMES,Rallidae,Porzana pusilla,0.1117,0.3466,2.8217,,,,,,,,,,,,,left_only
GRUIFORMES,Rallidae,Rallus elegans,0.1288,0.3647,4.1919,Rallus elegans,Rallidae,Gruiformes,313.3,24.6,158.4,38.6,58.0,53.2,59.1,1,Terrestrial,both
GRUIFORMES,Rallidae,Rallus limicola,0.1409,0.3781,3.2155,Rallus limicola,Rallidae,Gruiformes,84.1,26.5,101.0,26.8,38.6,32.4,37.8,3,Terrestrial,both
GRUIFORMES,Rallidae,Rallus longirostris,0.1265,0.4197,4.3943,Rallus longirostris,Rallidae,Gruiformes,259.4,18.1,133.2,23.7,44.2,41.2,50.7,2,Terrestrial,both
OTIDIFORMES,Otididae,Eupodotis caerulescens,0.0903,0.3934,6.0853,Eupodotis caerulescens,Otididae,Otidiformes,1366.0,36.2,322.8,117.0,146.0,88.2,32.1,1,Terrestrial,both
OTIDIFORMES,Otididae,Eupodotis ruficrista,0.0762,0.3007,7.0777,,,,,,,,,,,,,left_only
OTIDIFORMES,Otididae,Otis tarda,0.0793,0.4923,8.4211,Otis tarda,Otididae,Otidiformes,6759.9,42.7,550.8,228.5,218.3,137.8,62.3,2,Terrestrial,both
PASSERIFORMES,Acanthizidae,Acanthiza chrysorrhoa,0.1476,0.4862,1.8181,Acanthiza chrysorrhoa,Acanthizidae,Passeriformes,9.3,15.6,58.3,9.1,37.9,18.0,11.7,1,Terrestrial,both
PASSERIFORMES,Acanthizidae,Acanthiza pusilla,0.1328,0.3564,1.6613,Acanthiza pusilla,Acanthizidae,Passeriformes,7.6,14.6,51.8,7.6,43.4,18.7,11.2,1,Insessorial,both
PASSERIFORMES,Acanthizidae,Gerygone sulphurea,0.2094,0.5098,1.6726,Gerygone sulphurea,Acanthizidae,Passeriformes,5.6,17.5,54.4,8.8,37.5,16.6,12.8,1,Insessorial,both
PASSERIFORMES,Acanthizidae,Smicrornis brevirostris,0.0358,0.3207,1.4589,Smicrornis brevirostris,Acanthizidae,Passeriformes,5.3,16.6,49.6,8.4,34.0,15.7,8.0,1,Insessorial,both
PASSERIFORMES,Acrocephalidae,Acrocephalus arundinaceus,0.162,0.4227,2.217,Acrocephalus arundinaceus,Acrocephalidae,Passeriformes,30.0,28.6,95.4,27.2,80.8,28.1,23.0,3,Insessorial,both
PASSERIFORMES,Acrocephalidae,Acrocephalus gracilirostris,0.2023,0.4091,1.9273,Acrocephalus gracilirostris,Acrocephalidae,Passeriformes,14.4,12.6,64.7,7.9,59.3,23.5,17.8,1,Insessorial,both
PASSERIFORMES,Acrocephalidae,Acrocephalus palustris,0.1421,0.3781,1.8426,Acrocephalus palustris,Acrocephalidae,Passeriformes,11.5,27.9,68.6,19.2,56.5,21.3,16.1,3,Insessorial,both
PASSERIFORMES,Acrocephalidae,Acrocephalus schoenobaenus,0.1587,0.3662,1.743,Acrocephalus schoenobaenus,Acrocephalidae,Passeriformes,11.8,28.2,65.4,18.4,48.9,20.9,14.9,3,Insessorial,both
PASSERIFORMES,Acrocephalidae,Acrocephalus scirpaceus,0.128,0.3826,1.8031,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,12.3,24.3,65.3,16.0,51.1,21.3,18.2,3,Insessorial,both
PASSERIFORMES,Acrocephalidae,Hippolais icterina,0.1936,0.4469,1.8936,Hippolais icterina,Acrocephalidae,Passeriformes,13.2,30.8,77.9,24.0,54.6,20.6,17.5,3,Insessorial,both
PASSERIFORMES,Acrocephalidae,Hippolais polyglotta,0.1129,0.3755,1.8011,Hippolais polyglotta,Acrocephalidae,Passeriformes,11.0,21.2,66.2,14.1,48.6,20.4,14.5,3,Insessorial,both
PASSERIFORMES,Aegithalidae,Aegithalos caudatus,0.1346,0.3397,1.4509,Aegithalos caudatus,Aegithalidae,Passeriformes,8.6,22.0,63.1,14.0,87.8,15.9,7.6,1,Insessorial,both
PASSERIFORMES,Aegithalidae,Psaltriparus minimus,0.1439,0.3437,1.3706,Psaltriparus minimus,Aegithalidae,Passeriformes,5.3,19.4,45.2,8.8,52.2,15.7,7.8,1,Insessorial,both
PASSERIFORMES,Alaudidae,Alauda arvensis,0.2211,0.456,2.3513,Alauda arvensis,Alaudidae,Passeriformes,37.3,33.6,106.7,36.0,67.6,23.6,14.6,2,Terrestrial,both
PASSERIFORMES,Alaudidae,Ammomanes deserti,0.2053,0.41,2.2884,Ammomanes deserti,Alaudidae,Passeriformes,23.8,24.1,96.2,23.1,64.0,21.4,16.3,2,Terrestrial,both
PASSERIFORMES,Alaudidae,Ammomanes phoenicura,0.1545,0.435,2.1175,Ammomanes phoenicura,Alaudidae,Passeriformes,25.6,28.0,101.0,28.0,60.0,21.7,14.9,2,Terrestrial,both
PASSERIFORMES,Alaudidae,Calandrella cinerea,0.1729,0.3997,2.0308,Calandrella cinerea,Alaudidae,Passeriformes,23.7,31.2,90.6,28.4,63.6,20.0,13.5,2,Terrestrial,both
PASSERIFORMES,Alaudidae,Certhilauda curvirostris,0.1766,0.4284,2.4522,Certhilauda curvirostris,Alaudidae,Passeriformes,40.4,22.3,102.5,23.0,75.3,25.9,24.6,1,Terrestrial,both
PASSERIFORMES,Alaudidae,Chersomanes albofasciata,0.1778,0.4927,2.1009,Chersomanes albofasciata,Alaudidae,Passeriformes,24.6,15.7,82.2,12.8,44.4,26.6,20.0,1,Terrestrial,both
PASSERIFORMES,Alaudidae,Eremophila alpestris,0.1542,0.3826,2.119,Eremophila alpestris,Alaudidae,Passeriformes,33.3,38.6,108.1,41.7,71.4,23.5,13.9,3,Terrestrial,both
PASSERIFORMES,Alaudidae,Galerida cristata,0.1753,0.4578,2.2639,Galerida cristata,Alaudidae,Passeriformes,42.7,26.7,103.4,27.7,62.0,24.8,19.8,1,Terrestrial,both
PASSERIFORMES,Alaudidae,Galerida magnirostris,0.1655,0.4205,2.32,Galerida magnirostris,Alaudidae,Passeriformes,41.6,29.5,103.1,30.4,64.4,25.4,18.4,1,Terrestrial,both
PASSERIFORMES,Alaudidae,Lullula arborea,0.1439,0.3748,2.205,Lullula arborea,Alaudidae,Passeriformes,26.9,27.7,94.2,26.1,52.7,21.4,14.4,2,Terrestrial,both
PASSERIFORMES,Alaudidae,Melanocorypha mongolica,0.191,0.3769,2.3418,Melanocorypha mongolica,Alaudidae,Passeriformes,53.9,39.4,118.2,45.9,76.4,23.5,17.7,2,Terrestrial,both
PASSERIFORMES,Alaudidae,Mirafra africana,0.1597,0.4312,2.1997,Mirafra africana,Alaudidae,Passeriformes,45.0,18.2,98.0,17.8,64.6,28.5,22.0,2,Terrestrial,both
PASSERIFORMES,Alaudidae,Mirafra javanica,0.1144,0.2895,1.9523,Mirafra javanica,Alaudidae,Passeriformes,23.0,18.4,72.6,13.4,48.0,22.0,14.4,1,Terrestrial,both
PASSERIFORMES,Artamidae,Artamus cyanopterus,0.1885,0.3642,2.2028,Artamus cyanopterus,Artamidae,Passeriformes,34.6,45.0,123.2,55.3,69.2,19.3,19.1,1,Aerial,both
PASSERIFORMES,Artamidae,Artamus leucorynchus,0.2306,0.4063,2.3824,,,,,,,,,,,,,left_only
PASSERIFORMES,Artamidae,Artamus personatus,0.0549,0.3489,2.1846,Artamus personatus,Artamidae,Passeriformes,34.6,43.4,120.9,52.6,71.6,19.7,22.6,1,Aerial,both
PASSERIFORMES,Artamidae,Artamus superciliosus,0.2285,0.3471,2.2885,Artamus superciliosus,Artamidae,Passeriformes,35.5,43.8,119.5,52.4,74.1,20.5,22.9,3,Aerial,both
PASSERIFORMES,Artamidae,Cracticus nigrogularis,0.2424,0.4286,3.5144,Cracticus nigrogularis,Artamidae,Passeriformes,128.0,27.9,171.8,48.5,129.3,36.5,43.9,1,Insessorial,both
PASSERIFORMES,Artamidae,Cracticus torquatus,0.2036,0.3818,2.996,Cracticus torquatus,Artamidae,Passeriformes,82.9,26.4,145.1,39.2,110.6,30.0,40.4,1,Insessorial,both
PASSERIFORMES,Artamidae,Gymnorhina tibicen,0.2389,0.4477,3.7465,Gymnorhina tibicen,Artamidae,Passeriformes,284.9,40.7,256.6,108.3,137.2,56.2,54.7,1,Terrestrial,both
PASSERIFORMES,Bombycillidae,Bombycilla cedrorum,0.2171,0.4217,2.174,Bombycilla cedrorum,Bombycillidae,Passeriformes,31.6,35.1,95.4,33.5,59.8,16.7,15.1,3,Insessorial,both
PASSERIFORMES,Bombycillidae,Bombycilla garrulus,0.2111,0.433,2.4754,Bombycilla garrulus,Bombycillidae,Passeriformes,54.4,37.8,116.2,43.9,65.8,20.7,15.5,3,Insessorial,both
PASSERIFORMES,Calcariidae,Calcarius lapponicus,0.1631,0.3921,2.0766,Calcarius lapponicus,Calcariidae,Passeriformes,27.8,30.7,94.9,29.0,67.8,21.1,12.3,3,Terrestrial,both
PASSERIFORMES,Calcariidae,Calcarius mccownii,0.1233,0.3907,1.9468,,,,,,,,,,,,,left_only
PASSERIFORMES,Calcariidae,Calcarius ornatus,0.1607,0.3332,1.8358,Calcarius ornatus,Calcariidae,Passeriformes,20.3,26.7,78.6,21.0,56.5,20.0,11.6,3,Terrestrial,both
PASSERIFORMES,Calcariidae,Plectrophenax nivalis,0.1972,0.4048,2.2715,Plectrophenax nivalis,Calcariidae,Passeriformes,42.2,38.6,107.4,41.5,66.8,20.7,12.8,3,Terrestrial,both
PASSERIFORMES,Cardinalidae,Cardinalis cardinalis,0.143,0.3801,2.4691,Cardinalis cardinalis,Cardinalidae,Passeriformes,42.6,15.5,93.5,14.2,101.8,24.5,17.6,1,Insessorial,both
PASSERIFORMES,Cardinalidae,Cardinalis sinuatus,0.1227,0.3805,2.408,Cardinalis sinuatus,Cardinalidae,Passeriformes,35.2,14.9,93.3,13.9,103.2,24.4,15.3,1,Generalist,both
PASSERIFORMES,Cardinalidae,Cyanocompsa brissonii,0.1841,0.4866,2.378,,,,,,,,,,,,,left_only
PASSERIFORMES,Cardinalidae,Cyanocompsa cyanoides,0.1122,0.3177,2.1666,,,,,,,,,,,,,left_only
PASSERIFORMES,Cardinalidae,Passerina amoena,0.1469,0.3585,1.8495,Passerina amoena,Cardinalidae,Passeriformes,15.5,23.4,70.4,16.5,54.2,16.8,11.8,3,Insessorial,both
PASSERIFORMES,Cardinalidae,Passerina caerulea,0.1219,0.3402,2.1991,Passerina caerulea,Cardinalidae,Passeriformes,27.4,22.9,86.1,19.9,64.4,20.3,17.0,3,Generalist,both
PASSERIFORMES,Cardinalidae,Passerina ciris,0.1147,0.3236,1.89,Passerina ciris,Cardinalidae,Passeriformes,15.5,21.6,69.6,15.0,52.4,18.8,11.7,3,Terrestrial,both
PASSERIFORMES,Cardinalidae,Passerina cyanea,0.1276,0.3557,1.8907,Passerina cyanea,Cardinalidae,Passeriformes,14.7,22.5,64.8,14.7,48.9,17.2,11.7,3,Terrestrial,both
PASSERIFORMES,Cardinalidae,Passerina versicolor,0.106,0.3624,2.0426,Passerina versicolor,Cardinalidae,Passeriformes,12.9,19.0,67.7,12.9,54.8,17.5,11.2,1,Generalist,both
PASSERIFORMES,Cardinalidae,Pheucticus ludovicianus,0.1679,0.3798,2.4202,Pheucticus ludovicianus,Cardinalidae,Passeriformes,42.0,26.5,101.3,27.4,74.6,21.6,18.6,3,Insessorial,both
PASSERIFORMES,Cardinalidae,Pheucticus melanocephalus,0.1711,0.4088,2.4534,Pheucticus melanocephalus,Cardinalidae,Passeriformes,47.1,24.2,100.5,24.3,72.8,22.9,19.1,3,Insessorial,both
PASSERIFORMES,Cardinalidae,Piranga flava,0.1375,0.3591,2.4258,Piranga flava,Cardinalidae,Passeriformes,37.7,24.2,93.6,22.8,74.5,21.0,19.2,2,Insessorial,both
PASSERIFORMES,Cardinalidae,Piranga ludoviciana,0.1466,0.3679,2.2365,Piranga ludoviciana,Cardinalidae,Passeriformes,28.1,28.6,94.8,27.2,71.1,20.1,18.5,3,Insessorial,both
PASSERIFORMES,Cardinalidae,Piranga olivacea,0.1854,0.3838,2.2215,Piranga olivacea,Cardinalidae,Passeriformes,28.2,30.9,92.6,29.5,63.8,19.4,18.8,3,Insessorial,both
PASSERIFORMES,Cardinalidae,Piranga rubra,0.1744,0.3748,2.2639,Piranga rubra,Cardinalidae,Passeriformes,29.1,29.2,92.0,27.9,71.3,19.5,19.2,3,Insessorial,both
PASSERIFORMES,Cardinalidae,Spiza americana,0.1201,0.3225,2.0649,Spiza americana,Cardinalidae,Passeriformes,26.2,26.4,77.9,20.3,56.1,22.3,15.1,3,Terrestrial,both
PASSERIFORMES,Certhiidae,Certhia americana,0.1473,0.3448,1.5356,Certhia americana,Certhiidae,Passeriformes,8.1,24.1,63.6,15.3,63.3,14.2,16.2,1,Insessorial,both
PASSERIFORMES,Certhiidae,Certhia familiaris,0.158,0.3432,1.66,Certhia familiaris,Certhiidae,Passeriformes,9.0,19.2,64.5,12.4,60.3,14.6,18.1,1,Insessorial,both
PASSERIFORMES,Cinclidae,Cinclus cinclus,0.2819,0.4683,2.5986,Cinclus cinclus,Cinclidae,Passeriformes,61.5,27.6,88.9,24.5,50.1,28.4,22.1,1,Generalist,both
PASSERIFORMES,Cinclidae,Cinclus mexicanus,0.1994,0.372,2.4382,Cinclus mexicanus,Cinclidae,Passeriformes,56.7,26.5,89.1,23.6,51.8,29.8,21.6,1,Generalist,both
PASSERIFORMES,Cisticolidae,Apalis jacksoni,0.212,0.3568,2.0954,Apalis jacksoni,Cisticolidae,Passeriformes,8.7,13.0,51.4,6.7,54.0,17.1,11.5,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Camaroptera brachyura,0.142,0.4558,1.6924,Camaroptera brachyura,Cisticolidae,Passeriformes,9.7,7.8,52.8,4.2,40.6,21.4,14.4,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Cisticola brunnescens,0.0908,0.3686,1.641,Cisticola brunnescens,Cisticolidae,Passeriformes,8.0,13.8,54.6,7.4,33.6,19.5,11.9,1,Terrestrial,both
PASSERIFORMES,Cisticolidae,Cisticola cantans,0.1348,0.3895,1.7528,Cisticola cantans,Cisticolidae,Passeriformes,11.7,8.9,56.0,5.0,54.4,21.2,14.0,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Cisticola chiniana,0.1357,0.4033,1.7603,Cisticola chiniana,Cisticolidae,Passeriformes,16.1,9.0,61.2,5.3,54.4,20.2,14.4,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Cisticola exilis,0.1143,0.3573,1.5359,Cisticola exilis,Cisticolidae,Passeriformes,7.0,16.4,45.2,7.7,40.8,17.4,11.6,1,Terrestrial,both
PASSERIFORMES,Cisticolidae,Cisticola fulvicapilla,0.1104,0.3528,1.505,Cisticola fulvicapilla,Cisticolidae,Passeriformes,8.2,9.2,48.1,4.5,41.5,17.3,11.0,1,Generalist,both
PASSERIFORMES,Cisticolidae,Cisticola galactotes,0.119,0.3462,1.6457,Cisticola galactotes,Cisticolidae,Passeriformes,13.1,12.7,57.9,7.4,52.6,21.5,15.4,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Cisticola juncidis,0.0871,0.317,1.5199,Cisticola juncidis,Cisticolidae,Passeriformes,6.8,13.5,48.9,6.7,40.3,17.7,12.1,3,Generalist,both
PASSERIFORMES,Cisticolidae,Cisticola lais,0.1135,0.3617,1.6649,Cisticola lais,Cisticolidae,Passeriformes,14.8,11.0,59.5,6.6,50.0,21.4,13.5,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Cisticola robustus,0.0808,0.3803,1.8752,Cisticola robustus,Cisticolidae,Passeriformes,18.5,12.3,69.4,8.4,54.8,24.8,15.3,1,Generalist,both
PASSERIFORMES,Cisticolidae,Cisticola subruficapilla,0.0653,0.2749,1.5853,Cisticola subruficapilla,Cisticolidae,Passeriformes,9.9,13.1,52.6,6.8,54.6,16.6,11.7,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Cisticola tinniens,0.0898,0.3088,1.5466,Cisticola tinniens,Cisticolidae,Passeriformes,11.4,10.5,53.4,5.6,54.8,17.5,12.3,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Malcorus pectoralis,0.1207,0.4135,1.5905,Malcorus pectoralis,Cisticolidae,Passeriformes,10.1,10.8,49.4,5.3,74.4,19.6,12.2,1,Generalist,both
PASSERIFORMES,Cisticolidae,Orthotomus atrogularis,0.1691,0.3792,1.5346,Orthotomus atrogularis,Cisticolidae,Passeriformes,7.7,10.5,42.9,4.5,35.1,17.3,15.2,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Orthotomus sutorius,0.142,0.4046,1.5357,Orthotomus sutorius,Cisticolidae,Passeriformes,7.5,10.4,45.5,4.8,47.7,19.3,15.5,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Prinia atrogularis,0.0989,0.3642,1.6939,Prinia atrogularis,Cisticolidae,Passeriformes,11.8,9.0,47.8,4.3,93.2,18.3,12.9,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Prinia crinigera,0.0733,0.3547,1.7001,Prinia crinigera,Cisticolidae,Passeriformes,13.7,10.9,51.0,5.6,75.0,18.6,12.3,1,Generalist,both
PASSERIFORMES,Cisticolidae,Prinia familiaris,0.1376,0.3981,1.6887,Prinia familiaris,Cisticolidae,Passeriformes,9.0,9.1,54.2,5.0,56.0,21.6,14.5,1,Generalist,both
PASSERIFORMES,Cisticolidae,Prinia flaviventris,0.143,0.4219,1.7958,Prinia flaviventris,Cisticolidae,Passeriformes,7.0,11.9,45.4,5.3,62.6,20.9,14.0,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Prinia gracilis,0.1353,0.3619,1.459,Prinia gracilis,Cisticolidae,Passeriformes,7.1,10.4,45.0,4.7,59.4,16.9,11.9,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Prinia inornata,0.1278,0.4062,1.5425,Prinia inornata,Cisticolidae,Passeriformes,7.0,14.2,50.4,7.2,70.8,18.1,12.2,1,Generalist,both
PASSERIFORMES,Cisticolidae,Prinia maculosa,0.1548,0.4481,1.6263,Prinia maculosa,Cisticolidae,Passeriformes,9.0,11.6,51.6,5.9,68.6,21.1,12.1,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Prinia rufescens,0.1218,0.3783,1.6174,Prinia rufescens,Cisticolidae,Passeriformes,6.5,10.8,43.1,4.7,39.0,18.2,12.6,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Prinia subflava,0.1113,0.3148,1.4874,Prinia subflava,Cisticolidae,Passeriformes,8.6,12.7,50.1,6.4,51.9,19.6,13.9,1,Insessorial,both
PASSERIFORMES,Cisticolidae,Prinia sylvatica,0.1187,0.3965,1.7504,Prinia sylvatica,Cisticolidae,Passeriformes,16.1,10.4,57.4,6.0,68.2,20.6,14.3,1,Insessorial,both
PASSERIFORMES,Corvidae,Aphelocoma californica,0.1543,0.368,2.7549,Aphelocoma californica,Corvidae,Passeriformes,85.7,14.1,128.5,18.0,140.2,42.4,34.0,1,Terrestrial,both
PASSERIFORMES,Corvidae,Aphelocoma coerulescens,0.1308,0.3539,2.7326,Aphelocoma coerulescens,Corvidae,Passeriformes,77.1,17.5,116.7,20.6,140.5,37.8,30.0,1,Insessorial,both
PASSERIFORMES,Corvidae,Aphelocoma ultramarina,0.1651,0.3855,2.9762,Aphelocoma ultramarina,Corvidae,Passeriformes,113.3,17.8,166.2,29.4,150.3,43.0,32.5,1,Generalist,both
PASSERIFORMES,Corvidae,Cissa chinensis,0.2129,0.4065,3.1803,Cissa chinensis,Corvidae,Passeriformes,126.6,8.4,145.8,12.4,186.5,44.2,39.9,1,Generalist,both
PASSERIFORMES,Corvidae,Corvus bennetti,0.1435,0.4232,4.2541,Corvus bennetti,Corvidae,Passeriformes,389.0,41.1,313.5,129.5,173.3,55.4,50.7,1,Generalist,both
PASSERIFORMES,Corvidae,Corvus brachyrhynchos,0.2216,0.4426,4.1272,Corvus brachyrhynchos,Corvidae,Passeriformes,448.8,35.3,309.6,109.1,177.3,59.3,51.1,2,Terrestrial,both
PASSERIFORMES,Corvidae,Corvus corax,0.2355,0.5033,4.7772,Corvus corax,Corvidae,Passeriformes,928.0,39.8,419.7,167.2,228.7,67.1,77.0,2,Terrestrial,both
PASSERIFORMES,Corvidae,Corvus corone,0.2035,0.4238,4.2014,Corvus corone,Corvidae,Passeriformes,570.0,36.9,323.9,119.6,179.6,59.4,55.0,1,Terrestrial,both
PASSERIFORMES,Corvidae,Corvus cryptoleucus,0.226,0.4929,4.3915,Corvus cryptoleucus,Corvidae,Passeriformes,533.5,41.7,351.1,146.7,181.5,59.5,55.8,1,Terrestrial,both
PASSERIFORMES,Corvidae,Corvus frugilegus,0.1873,0.3837,3.8002,Corvus frugilegus,Corvidae,Passeriformes,452.1,41.0,312.3,127.8,166.8,55.7,59.5,1,Terrestrial,both
PASSERIFORMES,Corvidae,Corvus macrorhynchos,0.2249,0.4454,4.1426,Corvus macrorhynchos,Corvidae,Passeriformes,513.1,34.8,318.6,111.2,182.9,57.0,62.0,1,Generalist,both
PASSERIFORMES,Corvidae,Corvus monedula,0.1898,0.4273,3.3777,Corvus monedula,Corvidae,Passeriformes,246.0,39.1,231.1,90.5,122.4,43.3,35.2,2,Terrestrial,both
PASSERIFORMES,Corvidae,Corvus ossifragus,0.1815,0.3844,3.658,Corvus ossifragus,Corvidae,Passeriformes,284.6,36.3,276.7,100.6,157.1,47.1,43.3,1,Terrestrial,both
PASSERIFORMES,Corvidae,Cyanocitta cristata,0.1406,0.3804,2.811,Cyanocitta cristata,Corvidae,Passeriformes,88.0,17.4,130.0,22.9,121.4,34.7,29.9,1,Terrestrial,both
PASSERIFORMES,Corvidae,Cyanocitta stelleri,0.1744,0.3995,3.0402,Cyanocitta stelleri,Corvidae,Passeriformes,128.0,13.6,145.8,20.0,133.2,43.0,33.7,1,Insessorial,both
PASSERIFORMES,Corvidae,Cyanocorax morio,0.27,0.5563,3.601,Cyanocorax morio,Corvidae,Passeriformes,204.0,14.3,201.3,29.5,202.8,49.6,45.1,1,Insessorial,both
