order,family,species,asymmetry,ellipticity,egg_length_cm,Species1,Family1,Order1,Mass,Hand.Wing.Index,Wing.Length,Kipps.Distance,Tail.Length,Tarsus.Length,Beak.Length_Culmen,Migration,Primary.Lifestyle,_merge
PASSERIFORMES,Furnariidae,Cranioleuca pyrrhophia,0.1198,0.3176,1.9131,Cranioleuca pyrrhophia,Furnariidae,Passeriformes,14.9,15.6,62.1,9.7,68.2,18.1,15.4,1,Insessorial,both
PASSERIFORMES,Furnariidae,Furnarius cristatus,0.1321,0.4341,2.3335,Furnarius cristatus,Furnariidae,Passeriformes,25.5,16.1,73.8,11.9,59.2,26.3,16.7,1,Terrestrial,both
PASSERIFORMES,Furnariidae,Furnarius rufus,0.1299,0.409,2.8403,Furnarius rufus,Furnariidae,Passeriformes,46.4,16.1,95.8,15.4,67.4,30.9,23.4,1,Terrestrial,both
PASSERIFORMES,Furnariidae,Phacellodomus rufifrons,0.1723,0.2881,2.1564,Phacellodomus rufifrons,Furnariidae,Passeriformes,24.6,14.1,64.2,9.1,66.6,19.9,16.1,1,Terrestrial,both
PASSERIFORMES,Furnariidae,Pseudoseisura lophotes,0.0728,0.3396,2.6069,Pseudoseisura lophotes,Furnariidae,Passeriformes,72.2,15.6,118.5,18.4,106.5,33.5,24.6,1,Terrestrial,both
PASSERIFORMES,Furnariidae,Synallaxis albescens,0.1249,0.3244,1.9526,Synallaxis albescens,Furnariidae,Passeriformes,11.2,13.8,54.4,7.4,76.7,19.2,13.0,1,Insessorial,both
PASSERIFORMES,Furnariidae,Synallaxis azarae,0.1164,0.3228,1.9577,Synallaxis azarae,Furnariidae,Passeriformes,16.9,14.2,54.0,7.6,90.6,21.2,15.8,1,Insessorial,both
PASSERIFORMES,Furnariidae,Synallaxis azarae1,0.1285,0.279,1.9584,,,,,,,,,,,,,left_only
PASSERIFORMES,Furnariidae,Synallaxis brachyura,0.1418,0.2773,2.0415,Synallaxis brachyura,Furnariidae,Passeriformes,18.3,12.6,57.9,7.5,76.7,21.3,16.3,1,Insessorial,both
PASSERIFORMES,Furnariidae,Synallaxis erythrothorax,0.0854,0.3046,1.9907,Synallaxis erythrothorax,Furnariidae,Passeriformes,17.1,9.4,55.5,5.2,65.1,20.3,19.1,1,Insessorial,both
PASSERIFORMES,Furnariidae,Synallaxis frontalis,0.1271,0.3396,2.0489,Synallaxis frontalis,Furnariidae,Passeriformes,14.0,12.8,57.3,7.3,76.9,19.6,13.7,1,Insessorial,both
PASSERIFORMES,Furnariidae,Synallaxis spixi,0.0822,0.2318,1.89,Synallaxis spixi,Furnariidae,Passeriformes,12.6,12.1,51.3,6.1,95.6,19.0,13.7,1,Insessorial,both
PASSERIFORMES,Furnariidae,Tarphonomus certhioides,0.1544,0.3074,2.3704,Tarphonomus certhioides,Furnariidae,Passeriformes,22.1,14.3,71.2,10.2,76.6,21.0,26.2,1,Terrestrial,both
PASSERIFORMES,Hirundinidae,Delichon urbicum,0.2503,0.505,1.963,Delichon urbicum,Hirundinidae,Passeriformes,14.5,54.3,108.1,58.9,61.3,11.3,10.7,3,Aerial,both
PASSERIFORMES,Hirundinidae,Hirundo abyssinica,0.1737,0.4566,1.9351,,,,,,,,,,,,,left_only
PASSERIFORMES,Hirundinidae,Hirundo albigularis,0.2666,0.4417,1.9846,Hirundo albigularis,Hirundinidae,Passeriformes,21.8,54.1,125.5,67.9,66.6,11.4,13.1,3,Aerial,both
PASSERIFORMES,Hirundinidae,Hirundo angolensis,0.2114,0.3645,1.9571,Hirundo angolensis,Hirundinidae,Passeriformes,17.8,53.9,116.5,62.8,58.0,11.1,12.3,1,Aerial,both
PASSERIFORMES,Hirundinidae,Hirundo daurica,0.1132,0.4513,2.173,,,,,,,,,,,,,left_only
PASSERIFORMES,Hirundinidae,Hirundo nigrita,0.1649,0.3739,1.7749,Hirundo nigrita,Hirundinidae,Passeriformes,18.3,55.4,106.6,59.1,44.6,10.6,12.6,1,Aerial,both
PASSERIFORMES,Hirundinidae,Hirundo rustica,0.2226,0.4358,1.945,Hirundo rustica,Hirundinidae,Passeriformes,17.9,52.6,115.8,62.3,71.4,11.7,12.4,3,Aerial,both
PASSERIFORMES,Hirundinidae,Hirundo senegalensis,0.1731,0.5746,2.4315,,,,,,,,,,,,,left_only
PASSERIFORMES,Hirundinidae,Hirundo spilodera,0.2664,0.5255,2.1195,,,,,,,,,,,,,left_only
PASSERIFORMES,Hirundinidae,Petrochelidon pyrrhonota,0.2246,0.4587,2.0354,Petrochelidon pyrrhonota,Hirundinidae,Passeriformes,21.6,49.0,109.3,54.2,49.2,12.6,11.3,3,Aerial,both
PASSERIFORMES,Hirundinidae,Progne subis,0.2139,0.4357,2.4726,Progne subis,Hirundinidae,Passeriformes,53.8,52.0,147.2,76.6,72.4,15.0,16.8,1,Aerial,both
PASSERIFORMES,Hirundinidae,Riparia paludicola,0.1148,0.3981,1.6637,Riparia paludicola,Hirundinidae,Passeriformes,13.5,48.6,101.2,49.2,49.0,10.3,9.5,2,Aerial,both
PASSERIFORMES,Hirundinidae,Riparia riparia,0.1865,0.4022,1.7483,Riparia riparia,Hirundinidae,Passeriformes,12.7,53.0,101.8,54.0,47.2,10.5,9.4,3,Aerial,both
PASSERIFORMES,Hirundinidae,Stelgidopteryx ruficollis,0.1936,0.4416,1.854,Stelgidopteryx ruficollis,Hirundinidae,Passeriformes,16.1,51.6,104.2,54.4,50.8,11.0,11.5,1,Aerial,both
PASSERIFORMES,Hirundinidae,Tachycineta bicolor,0.1827,0.4392,1.8604,Tachycineta bicolor,Hirundinidae,Passeriformes,21.2,53.0,115.9,61.3,54.0,12.2,10.8,3,Aerial,both
PASSERIFORMES,Hirundinidae,Tachycineta thalassina,0.192,0.4426,1.856,Tachycineta thalassina,Hirundinidae,Passeriformes,14.1,54.5,115.5,63.6,48.1,11.3,9.9,3,Aerial,both
PASSERIFORMES,Icteridae,Agelaius humeralis,0.2727,0.6262,2.7239,Agelaius humeralis,Icteridae,Passeriformes,36.3,24.8,112.8,26.3,86.0,23.8,20.0,1,Terrestrial,both
PASSERIFORMES,Icteridae,Agelaius phoeniceus,0.1485,0.4083,2.4647,Agelaius phoeniceus,Icteridae,Passeriformes,50.8,24.0,118.0,27.8,88.9,28.0,22.7,3,Generalist,both
PASSERIFORMES,Icteridae,Agelaius tricolor,0.1648,0.4156,2.459,Agelaius tricolor,Icteridae,Passeriformes,57.9,31.2,113.2,35.3,83.0,26.7,22.2,2,Terrestrial,both
PASSERIFORMES,Icteridae,Chrysomus ruficapillus,0.1427,0.4099,2.3028,Chrysomus ruficapillus,Icteridae,Passeriformes,32.0,19.7,89.6,17.6,66.4,25.8,19.9,3,Insessorial,both
PASSERIFORMES,Icteridae,Dolichonyx oryzivorus,0.1575,0.3635,2.1076,Dolichonyx oryzivorus,Icteridae,Passeriformes,31.5,35.4,90.2,32.0,61.8,26.5,16.2,3,Generalist,both
PASSERIFORMES,Icteridae,Euphagus carolinus,0.1566,0.4086,2.6446,Euphagus carolinus,Icteridae,Passeriformes,59.6,28.0,114.4,32.1,90.0,30.2,23.0,3,Terrestrial,both
PASSERIFORMES,Icteridae,Euphagus cyanocephalus,0.1331,0.3878,2.5651,Euphagus cyanocephalus,Icteridae,Passeriformes,62.5,31.2,126.4,39.1,100.6,31.0,22.6,2,Terrestrial,both
PASSERIFORMES,Icteridae,Icteria virens,0.1195,0.3247,2.2062,Icteria virens,Icteridae,Passeriformes,24.9,21.3,76.5,16.3,71.8,26.1,16.3,1,Insessorial,both
PASSERIFORMES,Icteridae,Icterus bullockii,0.1856,0.4702,2.3285,,,,,,,,,,,,,left_only
PASSERIFORMES,Icteridae,Icterus cucullatus,0.2071,0.4764,2.2748,Icterus cucullatus,Icteridae,Passeriformes,24.3,20.0,83.4,16.4,91.4,21.6,21.2,2,Insessorial,both
PASSERIFORMES,Icteridae,Icterus galbula,0.204,0.4651,2.3117,Icterus galbula,Icteridae,Passeriformes,32.8,27.4,92.1,25.5,73.3,23.4,21.1,3,Insessorial,both
PASSERIFORMES,Icteridae,Icterus parisorum,0.187,0.4119,2.4097,Icterus parisorum,Icteridae,Passeriformes,36.5,24.5,98.9,24.0,87.2,22.7,24.0,2,Insessorial,both
PASSERIFORMES,Icteridae,Icterus spurius,0.1575,0.4094,2.0218,Icterus spurius,Icteridae,Passeriformes,19.4,26.9,77.0,20.9,67.0,21.5,17.2,3,Insessorial,both
PASSERIFORMES,Icteridae,Icterus wagleri,0.2323,0.5757,2.7862,Icterus wagleri,Icteridae,Passeriformes,41.8,22.7,101.2,22.8,106.2,23.9,24.2,1,Insessorial,both
PASSERIFORMES,Icteridae,Quiscalus lugubris,0.1605,0.4609,2.6941,Quiscalus lugubris,Icteridae,Passeriformes,63.0,21.2,106.0,22.3,82.4,28.7,28.0,1,Generalist,both
PASSERIFORMES,Icteridae,Quiscalus major,0.1999,0.4674,3.2,Quiscalus major,Icteridae,Passeriformes,151.2,29.7,155.0,47.6,141.4,42.8,38.5,1,Terrestrial,both
PASSERIFORMES,Icteridae,Quiscalus mexicanus,0.2029,0.494,3.2526,Quiscalus mexicanus,Icteridae,Passeriformes,160.5,26.8,168.6,46.0,170.1,47.9,43.3,1,Terrestrial,both
PASSERIFORMES,Icteridae,Quiscalus quiscula,0.1628,0.3893,2.9031,Quiscalus quiscula,Icteridae,Passeriformes,105.2,25.9,132.9,34.3,118.2,35.6,33.0,2,Terrestrial,both
PASSERIFORMES,Icteridae,Sturnella magna,0.1398,0.3714,2.8468,Sturnella magna,Icteridae,Passeriformes,91.8,24.8,108.1,28.4,67.4,39.8,33.5,2,Terrestrial,both
PASSERIFORMES,Icteridae,Sturnella militaris,0.1292,0.4356,3.0815,,,,,,,,,,,,,left_only
PASSERIFORMES,Icteridae,Sturnella neglecta,0.1351,0.3829,2.8417,Sturnella neglecta,Icteridae,Passeriformes,100.1,27.8,117.0,32.5,71.6,35.0,33.8,2,Terrestrial,both
PASSERIFORMES,Icteridae,Xanthocephalus xanthocephalus,0.1766,0.4655,2.6237,Xanthocephalus xanthocephalus,Icteridae,Passeriformes,62.7,27.0,129.4,34.2,101.9,32.9,22.5,2,Terrestrial,both
PASSERIFORMES,Laniidae,Lanius bucephalus,0.1519,0.4161,2.5546,Lanius bucephalus,Laniidae,Passeriformes,39.4,23.0,84.1,19.3,87.3,25.5,20.0,3,Insessorial,both
PASSERIFORMES,Laniidae,Lanius collaris,0.1638,0.3378,2.3212,Lanius collaris,Laniidae,Passeriformes,36.4,22.1,95.9,21.3,113.8,26.9,20.7,1,Insessorial,both
PASSERIFORMES,Laniidae,Lanius collurio,0.1618,0.3788,2.2564,Lanius collurio,Laniidae,Passeriformes,28.4,31.0,93.7,29.0,75.9,23.8,18.7,3,Insessorial,both
PASSERIFORMES,Laniidae,Lanius cristatus,0.1606,0.3591,2.2539,Lanius cristatus,Laniidae,Passeriformes,32.2,26.6,85.0,22.5,79.9,23.8,19.3,3,Insessorial,both
PASSERIFORMES,Laniidae,Lanius excubitoroides,0.1849,0.3074,2.4652,Lanius excubitoroides,Laniidae,Passeriformes,53.7,21.3,116.0,24.9,134.6,31.3,22.6,1,Insessorial,both
PASSERIFORMES,Laniidae,Lanius ludovicianus,0.1688,0.3458,2.4418,Lanius ludovicianus,Laniidae,Passeriformes,51.6,22.6,96.4,21.7,96.7,27.7,21.1,3,Insessorial,both
PASSERIFORMES,Laniidae,Lanius schach,0.1208,0.2925,2.2342,Lanius schach,Laniidae,Passeriformes,51.5,20.3,92.4,18.6,123.3,29.2,21.8,2,Insessorial,both
PASSERIFORMES,Laniidae,Lanius tigrinus,0.1616,0.3508,2.1702,Lanius tigrinus,Laniidae,Passeriformes,30.1,30.0,82.4,24.7,66.6,23.2,19.5,3,Insessorial,both
PASSERIFORMES,Laniidae,Lanius vittatus,0.1223,0.2972,1.9922,Lanius vittatus,Laniidae,Passeriformes,20.8,23.8,84.9,20.2,87.4,23.4,17.1,2,Insessorial,both
PASSERIFORMES,Laniidae,Urolestes melanoleucus,0.1671,0.3882,2.7232,Urolestes melanoleucus,Laniidae,Passeriformes,82.2,22.9,134.6,30.9,288.7,35.4,24.4,1,Insessorial,both
PASSERIFORMES,Leiotrichidae,Actinodura egertoni,0.1386,0.3557,2.36,Actinodura egertoni,Leiotrichidae,Passeriformes,36.0,10.8,85.0,9.1,112.0,28.6,17.2,1,Insessorial,both
PASSERIFORMES,Leiotrichidae,Alcippe nipalensis,0.1526,0.3144,1.8119,Alcippe nipalensis,Leiotrichidae,Passeriformes,15.8,9.2,56.0,5.2,58.2,19.9,12.2,1,Insessorial,both
PASSERIFORMES,Leiotrichidae,Garrulax delesserti,0.0812,0.3107,2.7292,Garrulax delesserti,Leiotrichidae,Passeriformes,78.0,5.4,106.7,5.8,104.0,37.3,29.0,1,Terrestrial,both
PASSERIFORMES,Leiotrichidae,Garrulax erythrocephalus,0.1745,0.3924,2.9084,,,,,,,,,,,,,left_only
PASSERIFORMES,Leiotrichidae,Garrulax galbanus,0.1051,0.2929,2.443,Garrulax galbanus,Leiotrichidae,Passeriformes,56.0,9.6,93.7,9.2,104.8,32.5,22.4,1,Terrestrial,both
PASSERIFORMES,Leiotrichidae,Garrulax lineatus,0.1262,0.4169,2.6094,,,,,,,,,,,,,left_only
PASSERIFORMES,Leiotrichidae,Garrulax pectoralis,0.1691,0.3985,3.0894,Garrulax pectoralis,Leiotrichidae,Passeriformes,145.1,7.0,141.6,9.8,135.5,46.2,33.1,1,Terrestrial,both
PASSERIFORMES,Leiotrichidae,Garrulax ruficollis,0.1041,0.2893,2.4859,Garrulax ruficollis,Leiotrichidae,Passeriformes,66.2,7.3,97.0,7.1,106.3,35.2,23.5,1,Generalist,both
PASSERIFORMES,Leiotrichidae,Garrulax sannio,0.095,0.3199,2.6786,Garrulax sannio,Leiotrichidae,Passeriformes,67.8,8.1,96.3,7.8,118.4,34.5,23.4,1,Generalist,both
PASSERIFORMES,Leiotrichidae,Heterophasia annectens,0.1412,0.3129,2.0479,,,,,,,,,,,,,left_only
PASSERIFORMES,Leiotrichidae,Heterophasia capistrata,0.195,0.3921,2.3228,Heterophasia capistrata,Leiotrichidae,Passeriformes,39.4,16.9,101.2,17.0,112.1,29.3,20.8,1,Insessorial,both
PASSERIFORMES,Leiotrichidae,Leiothrix argentauris,0.1598,0.4682,2.1296,Leiothrix argentauris,Leiotrichidae,Passeriformes,28.4,13.6,73.5,9.9,75.4,25.0,17.1,1,Insessorial,both
PASSERIFORMES,Leiotrichidae,Leiothrix lutea,0.166,0.338,2.0849,Leiothrix lutea,Leiotrichidae,Passeriformes,21.4,12.8,68.2,8.6,59.2,23.7,13.7,1,Insessorial,both
PASSERIFORMES,Leiotrichidae,Liocichla phoenicea,0.1726,0.3247,2.3366,Liocichla phoenicea,Leiotrichidae,Passeriformes,49.0,8.7,86.2,7.5,99.6,33.7,19.4,1,Insessorial,both
PASSERIFORMES,Leiotrichidae,Turdoides aylmeri,0.0852,0.3931,2.4336,,,,,,,,,,,,,left_only
PASSERIFORMES,Leiotrichidae,Turdoides caudata,0.1324,0.4115,2.2409,,,,,,,,,,,,,left_only
PASSERIFORMES,Leiotrichidae,Turdoides hypoleuca,0.1211,0.3904,2.6414,Turdoides hypoleuca,Leiotrichidae,Passeriformes,74.0,9.4,106.9,9.8,108.1,32.7,21.9,1,Generalist,both
PASSERIFORMES,Leiotrichidae,Turdoides jardineii,0.1204,0.388,2.5634,Turdoides jardineii,Leiotrichidae,Passeriformes,78.2,10.3,102.6,10.5,100.2,30.7,24.9,1,Generalist,both
PASSERIFORMES,Leiotrichidae,Turdoides malcolmi,0.1237,0.3179,2.5768,,,,,,,,,,,,,left_only
PASSERIFORMES,Locustellidae,Bradypterus baboecala,0.1375,0.3688,1.9496,Bradypterus baboecala,Locustellidae,Passeriformes,12.9,12.6,58.5,7.3,64.2,20.4,14.8,1,Insessorial,both
PASSERIFORMES,Locustellidae,Locustella naevia,0.1257,0.361,1.7474,Locustella naevia,Locustellidae,Passeriformes,13.3,25.4,64.1,16.3,56.5,20.0,14.7,3,Generalist,both
PASSERIFORMES,Locustellidae,Megalurus gramineus,0.1271,0.3147,1.7547,,,,,,,,,,,,,left_only
PASSERIFORMES,Locustellidae,Megalurus palustris,0.1511,0.36,2.1905,Megalurus palustris,Locustellidae,Passeriformes,44.1,17.8,94.0,15.9,112.4,35.8,21.7,2,Generalist,both
PASSERIFORMES,Macrosphenidae,Sylvietta rufescens,0.1478,0.4514,1.8922,Sylvietta rufescens,Macrosphenidae,Passeriformes,11.6,9.5,60.0,5.7,28.2,19.2,16.4,1,Insessorial,both
PASSERIFORMES,Macrosphenidae,Sylvietta virens,0.1983,0.4316,1.6661,Sylvietta virens,Macrosphenidae,Passeriformes,8.4,8.0,46.4,3.7,16.1,16.3,11.6,1,Insessorial,both
PASSERIFORMES,Malaconotidae,Tchagra senegalus,0.1879,0.372,2.3926,Tchagra senegalus,Malaconotidae,Passeriformes,53.5,9.5,84.8,8.1,93.4,29.6,23.2,1,Terrestrial,both
PASSERIFORMES,Malaconotidae,Telophorus zeylonus,0.1089,0.3261,2.5352,Telophorus zeylonus,Malaconotidae,Passeriformes,65.0,13.9,98.6,13.7,94.6,35.4,26.8,1,Terrestrial,both
PASSERIFORMES,Maluridae,Malurus cyaneus,0.1433,0.3797,1.6338,Malurus cyaneus,Maluridae,Passeriformes,10.3,14.6,50.7,7.3,60.9,23.9,12.0,1,Terrestrial,both
PASSERIFORMES,Meliphagidae,Anthochaera carunculata,0.1653,0.3791,2.9406,Anthochaera carunculata,Meliphagidae,Passeriformes,106.1,25.6,154.5,39.9,163.2,34.1,32.3,2,Insessorial,both
PASSERIFORMES,Meliphagidae,Lichenostomus melanops,0.0732,0.4008,2.1476,Lichenostomus melanops,Meliphagidae,Passeriformes,32.3,19.6,84.5,15.9,82.0,21.7,18.7,2,Insessorial,both
PASSERIFORMES,Meliphagidae,Manorina flavigula,0.206,0.3876,2.4335,Manorina flavigula,Meliphagidae,Passeriformes,55.9,22.6,126.6,29.2,104.1,29.8,25.7,1,Insessorial,both
PASSERIFORMES,Meliphagidae,Manorina melanophrys,0.1759,0.456,2.2504,Manorina melanophrys,Meliphagidae,Passeriformes,30.4,19.9,94.6,18.2,81.3,22.1,17.1,1,Insessorial,both
PASSERIFORMES,Meliphagidae,Philemon citreogularis,0.1716,0.4572,2.6156,Philemon citreogularis,Meliphagidae,Passeriformes,60.6,20.0,127.2,25.9,103.3,27.3,31.4,2,Insessorial,both
PASSERIFORMES,Meliphagidae,Phylidonyris novaehollandiae,0.1825,0.4117,2.0747,Phylidonyris novaehollandiae,Meliphagidae,Passeriformes,20.2,22.4,77.9,17.0,75.4,21.8,22.8,2,Insessorial,both
PASSERIFORMES,Mimidae,Dumetella carolinensis,0.1099,0.3489,2.309,Dumetella carolinensis,Mimidae,Passeriformes,35.3,18.6,90.7,16.8,90.3,27.4,19.2,3,Insessorial,both
PASSERIFORMES,Mimidae,Mimus gilvus,0.1974,0.4616,2.816,Mimus gilvus,Mimidae,Passeriformes,52.0,22.8,105.8,23.9,115.7,33.0,22.9,1,Generalist,both
PASSERIFORMES,Mimidae,Mimus polyglottos,0.1381,0.3555,2.4496,Mimus polyglottos,Mimidae,Passeriformes,48.5,20.6,112.3,23.1,117.6,32.2,22.1,3,Generalist,both
PASSERIFORMES,Mimidae,Oreoscoptes montanus,0.1414,0.3773,2.4629,Oreoscoptes montanus,Mimidae,Passeriformes,44.2,26.0,97.7,25.4,96.0,29.4,20.8,3,Terrestrial,both
PASSERIFORMES,Mimidae,Toxostoma bendirei,0.1711,0.4052,2.6285,Toxostoma bendirei,Mimidae,Passeriformes,62.2,19.6,98.6,19.2,110.4,33.6,27.1,1,Generalist,both
PASSERIFORMES,Mimidae,Toxostoma cinereum,0.1261,0.4952,2.9244,Toxostoma cinereum,Mimidae,Passeriformes,59.0,16.2,98.2,15.8,98.0,31.0,30.9,1,Terrestrial,both
PASSERIFORMES,Mimidae,Toxostoma crissale,0.1851,0.4282,2.6921,Toxostoma crissale,Mimidae,Passeriformes,62.7,19.3,101.2,19.5,109.4,29.6,32.1,1,Terrestrial,both
PASSERIFORMES,Mimidae,Toxostoma curvirostre,0.165,0.4244,2.8429,Toxostoma curvirostre,Mimidae,Passeriformes,80.5,17.7,111.6,19.8,109.2,32.4,35.2,1,Terrestrial,both
PASSERIFORMES,Mimidae,Toxostoma lecontei,0.1845,0.4185,2.7063,Toxostoma lecontei,Mimidae,Passeriformes,61.9,15.2,96.0,14.7,115.0,31.1,37.4,2,Terrestrial,both
PASSERIFORMES,Mimidae,Toxostoma longirostre,0.1496,0.3615,2.7269,Toxostoma longirostre,Mimidae,Passeriformes,67.6,8.9,99.4,8.9,121.0,36.3,34.6,1,Terrestrial,both
PASSERIFORMES,Mimidae,Toxostoma redivivum,0.1965,0.4918,3.0832,Toxostoma redivivum,Mimidae,Passeriformes,84.4,9.5,102.4,9.8,133.0,36.4,40.2,1,Generalist,both
PASSERIFORMES,Mimidae,Toxostoma rufum,0.1219,0.3583,2.6591,Toxostoma rufum,Mimidae,Passeriformes,68.8,13.9,102.5,14.0,121.8,34.2,30.1,2,Generalist,both
PASSERIFORMES,Monarchidae,Grallina cyanoleuca,0.2182,0.3712,2.8296,Grallina cyanoleuca,Monarchidae,Passeriformes,82.6,26.6,172.1,46.3,115.5,41.7,26.2,1,Terrestrial,both
PASSERIFORMES,Monarchidae,Hypothymis azurea,0.1278,0.3207,1.709,Hypothymis azurea,Monarchidae,Passeriformes,11.1,16.0,69.8,11.1,75.2,15.8,11.8,1,Insessorial,both
PASSERIFORMES,Monarchidae,Monarcha takatsukasae,0.1205,0.3249,1.9517,,,,,,,,,,,,,left_only
PASSERIFORMES,Monarchidae,Myiagra azureocapilla,0.1925,0.384,1.9488,Myiagra azureocapilla,Monarchidae,Passeriformes,12.9,18.7,78.2,14.7,72.8,19.0,14.3,1,Insessorial,both
PASSERIFORMES,Monarchidae,Terpsiphone paradisi,0.1133,0.3284,2.0642,Terpsiphone paradisi,Monarchidae,Passeriformes,19.2,20.1,95.0,18.3,110.2,18.0,24.9,2,Insessorial,both
PASSERIFORMES,Monarchidae,Terpsiphone viridis,0.212,0.3812,1.8683,Terpsiphone viridis,Monarchidae,Passeriformes,13.2,19.0,79.4,15.1,90.2,15.4,17.9,1,Insessorial,both
PASSERIFORMES,Motacillidae,Anthus campestris,0.1715,0.3847,2.0899,Anthus campestris,Motacillidae,Passeriformes,23.0,28.5,91.2,26.1,70.6,24.7,16.1,3,Terrestrial,both
PASSERIFORMES,Motacillidae,Anthus novaeseelandiae,0.1499,0.3781,2.0967,Anthus novaeseelandiae,Motacillidae,Passeriformes,24.1,22.6,83.8,19.7,65.1,25.6,15.5,1,Terrestrial,both
PASSERIFORMES,Motacillidae,Anthus petrosus,0.2693,0.4549,2.1519,Anthus petrosus,Motacillidae,Passeriformes,22.4,26.5,88.2,23.4,62.9,23.0,16.8,2,Terrestrial,both
PASSERIFORMES,Motacillidae,Anthus pratensis,0.1727,0.382,1.9812,Anthus pratensis,Motacillidae,Passeriformes,18.4,24.3,77.8,18.9,56.3,21.5,14.2,2,Terrestrial,both
PASSERIFORMES,Motacillidae,Anthus rubescens,0.1509,0.3553,1.9258,Anthus rubescens,Motacillidae,Passeriformes,20.7,28.4,85.0,24.1,67.6,21.2,14.5,3,Terrestrial,both
PASSERIFORMES,Motacillidae,Anthus trivialis,0.1375,0.346,2.0044,Anthus trivialis,Motacillidae,Passeriformes,23.3,29.3,86.1,25.2,59.9,20.6,15.7,3,Terrestrial,both
PASSERIFORMES,Motacillidae,Macronyx ameliae,0.1388,0.2996,2.0479,Macronyx ameliae,Motacillidae,Passeriformes,33.5,17.7,89.8,15.8,68.2,30.8,18.7,1,Terrestrial,both
PASSERIFORMES,Motacillidae,Macronyx capensis,0.154,0.3142,2.2384,Macronyx capensis,Motacillidae,Passeriformes,50.0,22.5,94.4,21.4,66.2,34.2,21.0,1,Terrestrial,both
PASSERIFORMES,Motacillidae,Macronyx croceus,0.1918,0.3854,2.3641,Macronyx croceus,Motacillidae,Passeriformes,47.1,15.6,93.4,14.6,75.9,34.7,19.6,1,Terrestrial,both
PASSERIFORMES,Motacillidae,Motacilla aguimp,0.092,0.2921,1.9124,Motacilla aguimp,Motacillidae,Passeriformes,27.0,25.3,91.3,23.1,94.2,24.0,18.7,1,Terrestrial,both
PASSERIFORMES,Motacillidae,Motacilla alba,0.1633,0.347,1.9996,Motacilla alba,Motacillidae,Passeriformes,23.9,31.4,87.0,27.4,86.8,23.4,16.1,3,Terrestrial,both
PASSERIFORMES,Motacillidae,Motacilla capensis,0.1782,0.3918,2.0927,Motacilla capensis,Motacillidae,Passeriformes,20.8,25.9,81.6,21.0,86.2,23.1,16.6,2,Terrestrial,both
PASSERIFORMES,Motacillidae,Motacilla cinerea,0.183,0.3411,1.9338,Motacilla cinerea,Motacillidae,Passeriformes,17.2,34.6,82.8,28.6,94.4,18.2,17.4,2,Terrestrial,both
PASSERIFORMES,Motacillidae,Motacilla citreola,0.1694,0.3551,2.0225,Motacilla citreola,Motacillidae,Passeriformes,19.1,28.2,85.5,24.2,82.8,25.3,16.2,3,Terrestrial,both
PASSERIFORMES,Motacillidae,Motacilla flava,0.1789,0.3115,1.7843,Motacilla flava,Motacillidae,Passeriformes,17.7,31.1,79.5,24.7,70.6,23.1,16.0,3,Terrestrial,both
PASSERIFORMES,Muscicapidae,Brachypteryx leucophrys,0.1807,0.4111,2.0242,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Bradornis infuscatus,0.2576,0.4529,2.4683,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Bradornis pallidus,0.1464,0.4034,2.0905,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Cercomela familiaris,0.143,0.3828,2.0989,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Cercomela sinuata,0.1539,0.3186,1.9264,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Cinclidium leucurum,0.1025,0.2885,2.245,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Copsychus malabaricus,0.1482,0.4338,2.2638,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Copsychus saularis,0.1695,0.3873,2.3494,Copsychus saularis,Muscicapidae,Passeriformes,36.0,19.1,97.5,18.7,84.0,29.5,23.2,1,Terrestrial,both
PASSERIFORMES,Muscicapidae,Cossypha caffra,0.0624,0.4369,2.3067,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Enicurus maculatus,0.2166,0.4787,2.4173,Enicurus maculatus,Muscicapidae,Passeriformes,40.4,25.4,102.5,25.9,145.2,28.8,22.0,1,Terrestrial,both
PASSERIFORMES,Muscicapidae,Enicurus schistaceus,0.1656,0.3335,2.2559,Enicurus schistaceus,Muscicapidae,Passeriformes,31.0,27.6,90.0,24.4,121.0,25.3,20.5,1,Terrestrial,both
PASSERIFORMES,Muscicapidae,Erithacus rubecula,0.1126,0.2689,1.9635,Erithacus rubecula,Muscicapidae,Passeriformes,17.7,19.9,71.6,14.2,56.9,24.5,14.0,3,Generalist,both
PASSERIFORMES,Muscicapidae,Erythropygia coryphaeus,0.1216,0.3769,2.0067,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Erythropygia leucophrys,0.1359,0.4069,2.0109,,,,,,,,,,,,,left_only
PASSERIFORMES,Muscicapidae,Eumyias albicaudatus,0.0689,0.3096,1.8494,Eumyias albicaudatus,Muscicapidae,Passeriformes,16.4,14.8,75.4,10.9,66.8,18.0,12.9,1,Insessorial,both
